targeted_qa_resolution_id,review_queue_row_number,review_type,extraction_case_id,page_number,lane,source_observation_ids,source_observation_count,resolution_classification,resolution_status,quantitative_action,non_base_wage_action,reference_action,retained_quantitative_observation_ids,routed_quantitative_observation_ids,reference_only_quantitative_observation_ids,created_non_base_wage_observation_ids,created_reference_ids,structured_basis,bounded_evidence_pointer,local_evidence_inspected,reason_codes,confidence,unresolved_flag,notes
qares1000_74b1e5caff3684aa2d87bf82,141,possible_non_base_wage_quantitative,cex_204d00e2bc2b39b20a26e079,11,quantitative,qobs_a50c2c0691f66f4a6463b774,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_a50c2c0691f66f4a6463b774,,nobsqa1000_60bab4a0019dc0f98b999b8e,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0170_sr_e3c3fb68abe8820f5d18924d.pdf#page=11,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_daf17e18b1f4dc348db5e3f0,142,possible_non_base_wage_quantitative,cex_2dc1cda54cffacd6dad38d5f,9,quantitative,qobs_46063aaed2e7713cb45b39a9,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_46063aaed2e7713cb45b39a9,,nobsqa1000_6b74647cb6c471aa7b32d8cf,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0060_sr_4bce6f73a25e957d2bf68381.pdf#page=9,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_d0d9fd9814ee246099d1f3c7,143,possible_non_base_wage_quantitative,cex_b935f8a61941818cbad1effe,7,quantitative,qobs_b6d642c481b0f9d2821e55d0,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_b6d642c481b0f9d2821e55d0,,nobsqa1000_fc3c93426b542cac31018e89,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0098_sr_3cdd9a49ef6eb58616ac5720.pdf#page=7,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_d2acd7bffef3443dd13f0b26,144,possible_non_base_wage_quantitative,cex_2e49b4235d31f3ffc68a25b9,8,quantitative,qobs_a9fb7dd6d9ac4aced7edcf45,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_a9fb7dd6d9ac4aced7edcf45,,nobsqa1000_daac2e1bcb11981081308247,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0096_sr_a077137c16e0d7485ee0929b.pdf#page=8,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_29ced929332d3c3eccce7052,145,possible_non_base_wage_quantitative,cex_173a987fa724983923252809,18,quantitative,qobs_e8c90fa1c7c50e1c7c1875a5,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_e8c90fa1c7c50e1c7c1875a5,,nobsqa1000_054e53a079920c463fabfed0,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0124_sr_fe89275c11e6dc9ab21b33d5.pdf#page=18,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_19f774fa6e9ce8abe19ea2ba,146,possible_non_base_wage_quantitative,cex_173a987fa724983923252809,19,quantitative,qobs_f2a613a23b4ea665ded45ac5,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_f2a613a23b4ea665ded45ac5,,nobsqa1000_311ed823555f2eeb5882bb6d,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0124_sr_fe89275c11e6dc9ab21b33d5.pdf#page=19,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_b92daa9a74e1839cd8f65400,147,possible_non_base_wage_quantitative,cex_2ee94ea99bcda24d1a44ea76,9,quantitative,qobs_159897098ba020fbb4076ef1,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_159897098ba020fbb4076ef1,,nobsqa1000_7650c4caf7c142ec16ba7413,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0042_sr_fb52323de75af5ca1a6cf480.pdf#page=9,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_4e4025a45689f1ae1f8d180c,148,possible_non_base_wage_quantitative,cex_4303959ae15bc715fac3e898,12,quantitative,qobs_5bfefcf6057a29ac4aaabd86,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_5bfefcf6057a29ac4aaabd86,,nobsqa1000_9ead098d1788ff6367208993,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0108_sr_6db0266452bdac3732fcab05.pdf#page=12,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_37926c070830468146cd7d44,149,possible_non_base_wage_quantitative,cex_4303959ae15bc715fac3e898,12,quantitative,qobs_8777923f43c3b68950c387d3,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_8777923f43c3b68950c387d3,,nobsqa1000_26a9e658fc35606f2e331fe2,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0108_sr_6db0266452bdac3732fcab05.pdf#page=12,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_9a558703aabcedf22f9f51d3,150,possible_non_base_wage_quantitative,cex_074437ede3a9ff0af857e714,2,quantitative,qobs_e60252737ee396ef6ac73bef,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_e60252737ee396ef6ac73bef,,nobsqa1000_01efbc1cfd400198f457c2ea,,Structured values/reason codes identify the explicit non-base family: education_or_certification.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0075_sr_d6b150c80e0135ae5459542a.pdf#page=2,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_EDUCATION_OR_CERTIFICATION,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_ffadd9a3637a917e4b9e57f1,151,possible_non_base_wage_quantitative,cex_074437ede3a9ff0af857e714,2,quantitative,qobs_d43e2afa592f1c91a66bc7af,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_d43e2afa592f1c91a66bc7af,,nobsqa1000_2f2c2993a1294ddfe33e101c,,Structured values/reason codes identify the explicit non-base family: education_or_certification.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0075_sr_d6b150c80e0135ae5459542a.pdf#page=2,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_EDUCATION_OR_CERTIFICATION,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
